GMT,MaxTemperatureC,MeanTemperatureC,MinTemperatureC,DewPointC,MeanDewPointC,MinDewpointC,MaxHumidity,MeanHumidity,MinHumidity,MaxSeaLevelPressurehPa,MeanSeaLevelPressurehPa,MinSeaLevelPressurehPa,MaxVisibilityKm,MeanVisibilityKm,MinVisibilitykM,MaxWindSpeedKm/h,MeanWindSpeedKm/h,Precipitationmm,CloudCover,Events,WindDirDegrees
2015-04-29,13,9,5,6,2,-2,93,64,36,1015,1010,1009,10.0,10.0,10.0,34,21,0.0,3.0,1,235
2015-04-30,12,8,5,6,3,2,87,66,51,1012,1010,1009,10.0,10.0,10.0,24,18,0.0,2.0,1,302
2015-05-01,12,7,3,3,1,0,93,63,44,1013,1011,1010,10.0,10.0,10.0,23,14,0.0,2.0,0,66
2015-05-02,12,9,7,6,4,3,81,69,58,1013,1009,1005,10.0,10.0,10.0,24,19,0.0,4.0,0,106
2015-05-03,19,16,12,14,12,9,100,79,59,995,994,992,10.0,9.0,4.0,42,23,0.0,5.0,1,219
2015-05-04,16,13,10,8,7,6,87,63,55,1004,1002,999,10.0,10.0,10.0,23,18,0.0,2.0,0,201
2015-05-05,15,12,9,11,8,5,94,76,55,998,994,989,10.0,10.0,5.0,55,40,0.0,4.0,1,220
2015-05-06,13,11,9,9,8,6,94,83,71,1010,1001,997,10.0,9.0,6.0,48,29,0.0,4.0,1,227
2015-05-07,15,11,7,9,7,6,100,79,59,1016,1015,1010,10.0,10.0,8.0,27,13,0.0,2.0,1,238
2015-05-08,15,11,8,12,9,6,94,82,63,1016,1011,1007,10.0,9.0,8.0,27,10,0.0,4.0,1,149
2015-05-09,13,11,10,11,7,5,88,70,58,1019,1014,1007,10.0,10.0,10.0,35,27,0.0,5.0,0,258
2015-05-10,16,13,10,12,11,9,94,78,72,1022,1021,1019,10.0,10.0,9.0,29,21,0.0,6.0,0,202
2015-05-11,20,16,12,13,8,3,94,62,37,1016,1016,1015,10.0,10.0,9.0,32,23,0.0,3.0,0,220
2015-05-12,17,13,9,8,6,1,82,63,36,1022,1018,1015,10.0,10.0,10.0,37,23,0.0,3.0,1,251
2015-05-13,16,11,6,8,6,4,93,66,45,1022,1019,1016,10.0,10.0,10.0,16,8,0.0,2.0,0,71
2015-05-14,10,8,7,8,7,6,93,87,82,1017,1013,1010,10.0,9.0,6.0,26,16,0.0,5.0,1,74
2015-05-15,15,11,8,10,6,3,93,68,59,1023,1021,1017,10.0,10.0,10.0,23,14,0.0,3.0,1,241
2015-05-16,16,13,12,10,4,2,88,56,39,1026,1024,1019,10.0,10.0,10.0,27,21,0.0,3.0,1,286
2015-05-17,14,12,10,7,6,5,76,62,58,1026,1024,1020,10.0,10.0,10.0,21,18,0.0,5.0,0,247
2015-05-18,13,10,7,10,7,3,100,83,51,1007,1002,1000,10.0,8.0,3.0,37,18,0.0,4.0,1,242
2015-05-19,12,9,6,8,6,5,93,79,62,1009,1004,1000,10.0,10.0,6.0,39,21,0.0,3.0,1,258
2015-05-20,13,9,5,6,5,4,93,70,54,1023,1017,1009,10.0,10.0,10.0,29,18,0.0,3.0,1,291
2015-05-21,19,12,6,9,7,3,93,65,37,1026,1025,1023,10.0,10.0,10.0,23,13,0.0,2.0,0,253
2015-05-22,19,14,11,14,12,7,82,77,68,1026,1024,1023,10.0,10.0,9.0,21,13,0.0,3.0,1,268
2015-05-23,16,13,12,12,11,9,94,80,72,1026,1025,1023,10.0,10.0,9.0,14,10,0.0,6.0,0,26
2015-05-24,17,14,12,14,12,9,94,84,72,1019,1019,1018,10.0,9.0,3.0,23,16,0.0,4.0,0,274
2015-05-25,15,13,11,8,7,6,71,66,63,1020,1019,1019,10.0,10.0,10.0,19,16,0.0,5.0,0,320
2015-05-26,16,13,9,9,7,5,82,67,55,1027,1025,1022,10.0,10.0,10.0,27,21,0.0,4.0,0,320
2015-05-27,17,12,7,9,7,4,87,67,51,1027,1020,1014,10.0,10.0,10.0,29,14,0.0,2.0,0,241
2015-05-28,15,12,9,10,4,2,94,59,42,1014,1013,1012,10.0,10.0,6.0,29,21,0.0,3.0,1,260
2015-05-29,13,10,8,9,6,3,94,73,51,1012,1007,1003,10.0,9.0,5.0,32,18,0.0,2.0,1,260
2015-05-30,16,12,9,6,4,4,76,59,48,1014,1013,1010,10.0,10.0,10.0,19,14,0.0,3.0,0,251
2015-05-31,14,12,10,13,8,0,94,74,41,1008,1004,1001,10.0,9.0,5.0,32,23,0.0,5.0,1,270
2015-06-01,14,11,8,10,7,6,94,78,63,1013,1008,999,10.0,9.0,7.0,39,24,0.0,4.0,1,202
2015-06-02,19,16,12,14,10,7,94,73,46,1010,1002,997,10.0,9.0,5.0,55,32,0.0,4.0,1,226
2015-06-03,18,14,11,8,7,5,82,60,42,1026,1021,1010,10.0,10.0,10.0,27,18,0.0,2.0,0,253
2015-06-04,22,14,8,11,9,7,93,61,41,1026,1023,1018,10.0,10.0,10.0,23,8,0.0,2.0,0,166
2015-06-05,23,17,11,14,11,6,88,67,53,1018,1015,1012,10.0,10.0,10.0,34,16,0.0,2.0,0,229
2015-06-06,18,12,7,7,5,3,87,55,39,1025,1022,1019,10.0,10.0,10.0,35,23,0.0,3.0,0,238
2015-06-07,18,14,12,6,4,3,67,46,37,1033,1032,1031,10.0,10.0,10.0,24,18,0.0,1.0,0,325
2015-06-08,18,14,9,8,6,3,82,59,37,1036,1034,1033,10.0,10.0,10.0,32,18,0.0,1.0,0,30
2015-06-09,15,11,7,6,4,3,87,61,45,1036,1034,1033,10.0,10.0,10.0,32,19,0.0,3.0,0,43
2015-06-10,16,11,6,8,6,4,87,69,52,1033,1030,1027,10.0,10.0,10.0,27,16,0.0,5.0,0,58
2015-06-11,24,16,8,11,9,6,93,60,33,1026,1019,1015,10.0,10.0,10.0,24,18,0.0,1.0,0,72
2015-06-12,21,16,11,16,13,9,94,82,64,1015,1010,1007,10.0,7.0,3.0,23,16,0.0,3.0,1,37
2015-06-13,16,14,14,14,14,13,100,95,88,1010,1009,1007,10.0,6.0,1.0,16,10,0.0,7.0,1,21
2015-06-14,17,14,12,12,9,8,94,73,59,1016,1014,1013,10.0,10.0,10.0,24,16,0.0,5.0,0,352
2015-06-15,19,14,9,9,8,6,87,61,45,1024,1023,1022,10.0,10.0,10.0,14,10,0.0,1.0,0,99
2015-06-16,22,16,11,13,11,8,88,66,46,1025,1024,1024,10.0,10.0,10.0,19,10,0.0,2.0,0,234
2015-06-17,22,17,13,17,15,11,94,83,73,1025,1022,1020,10.0,10.0,7.0,32,18,0.0,5.0,1,247
2015-06-18,18,14,12,12,9,7,82,66,55,1022,1021,1020,10.0,10.0,10.0,24,19,0.0,2.0,0,316
2015-06-19,20,16,11,11,9,7,88,68,52,1023,1022,1021,10.0,10.0,10.0,23,13,0.0,4.0,0,309
2015-06-20,19,16,13,18,14,9,100,91,72,1023,1020,1018,10.0,8.0,3.0,11,6,0.0,6.0,1,232
2015-06-21,18,17,15,10,8,7,72,59,52,1016,1015,1014,10.0,10.0,10.0,32,24,0.0,3.0,0,266
2015-06-22,16,13,11,10,8,6,88,68,55,1014,1010,1009,10.0,10.0,10.0,32,18,0.0,2.0,1,309
2015-06-23,21,16,12,11,9,8,88,65,46,1019,1017,1014,10.0,10.0,10.0,13,10,0.0,2.0,0,316
2015-06-24,22,17,13,12,11,9,88,62,46,1020,1019,1019,10.0,10.0,10.0,23,11,0.0,1.0,0,243
2015-06-25,23,18,14,14,13,11,94,69,50,1021,1020,1019,10.0,10.0,10.0,16,10,0.0,2.0,0,217
2015-06-26,21,17,14,16,13,10,83,74,64,1018,1015,1014,10.0,10.0,10.0,23,13,0.0,3.0,1,219
2015-06-27,23,19,15,13,11,9,82,55,41,1019,1019,1018,10.0,10.0,10.0,26,18,0.0,2.0,0,258
2015-06-28,21,18,15,15,14,12,94,78,60,1017,1017,1016,10.0,9.0,5.0,29,21,0.0,5.0,1,213
2015-06-29,23,18,14,13,12,11,88,63,47,1022,1021,1021,10.0,10.0,10.0,19,13,0.0,2.0,0,223
2015-06-30,30,22,14,15,11,8,88,46,29,1021,1017,1015,0.0,0.0,0.0,19,11,0.0,0.0,0,142
2015-07-01,33,26,18,20,17,13,78,52,36,1015,1011,1009,10.0,10.0,10.0,23,14,0.0,1.0,0,155
2015-07-02,23,18,13,17,15,12,94,80,65,1024,1019,1012,10.0,9.0,3.0,27,13,0.0,2.0,1,236
2015-07-03,26,18,11,14,12,9,100,63,36,1026,1023,1018,10.0,10.0,7.0,26,11,0.0,1.0,1,101
2015-07-04,25,21,17,19,16,13,100,67,47,1018,1017,1015,10.0,9.0,3.0,29,19,0.0,4.0,1,220
2015-07-05,21,18,15,13,11,9,88,66,52,1018,1016,1015,10.0,10.0,10.0,37,11,0.0,2.0,1,225
2015-07-06,20,16,11,14,12,11,100,71,60,1019,1016,1012,10.0,10.0,9.0,26,14,0.0,3.0,1,197
2015-07-07,21,18,15,16,12,8,100,70,49,1012,1007,1005,10.0,9.0,4.0,37,21,0.0,3.0,0,228
2015-07-08,19,17,13,13,10,7,82,66,49,1019,1012,1006,10.0,10.0,10.0,37,23,0.0,3.0,1,288
2015-07-09,21,16,11,10,7,5,76,53,37,1023,1022,1019,10.0,10.0,10.0,21,11,0.0,1.0,0,279
2015-07-10,27,20,13,13,11,7,88,53,34,1023,1018,1014,10.0,10.0,10.0,21,11,0.0,1.0,0,185
2015-07-11,23,19,16,14,12,10,73,59,46,1017,1016,1014,10.0,10.0,10.0,27,16,0.0,2.0,0,251
2015-07-12,23,20,17,17,14,11,94,74,47,1015,1014,1014,10.0,10.0,3.0,27,21,0.0,4.0,1,247
2015-07-13,20,17,14,18,16,14,100,90,78,1014,1013,1011,10.0,8.0,1.0,32,14,0.0,5.0,1,222
2015-07-14,19,17,16,18,16,15,100,92,83,1017,1016,1014,10.0,6.0,2.0,16,8,0.0,6.0,1,279
2015-07-15,20,17,13,17,11,8,100,68,46,1020,1019,1017,10.0,9.0,3.0,21,13,0.0,5.0,1,327
2015-07-16,24,17,11,15,13,9,94,69,57,1020,1015,1011,10.0,10.0,10.0,24,13,0.0,3.0,0,108
2015-07-17,21,18,14,16,12,9,94,68,49,1014,1010,1008,10.0,10.0,9.0,32,19,0.0,3.0,0,227
2015-07-18,21,17,14,10,9,9,77,56,46,1016,1015,1014,10.0,10.0,10.0,29,23,0.0,3.0,0,234
2015-07-19,21,17,14,13,11,8,94,63,43,1010,1009,1008,10.0,10.0,10.0,27,21,0.0,2.0,0,269
2015-07-20,24,19,14,19,15,8,94,78,55,1010,1007,1006,10.0,10.0,6.0,24,14,0.0,4.0,1,198
2015-07-21,23,18,14,14,12,11,88,67,47,1012,1010,1009,10.0,10.0,10.0,39,23,0.0,2.0,0,227
2015-07-22,19,16,12,15,12,8,94,72,49,1017,1014,1013,10.0,10.0,10.0,24,14,0.0,3.0,1,253
2015-07-23,20,15,10,12,9,7,94,66,43,1018,1016,1015,10.0,10.0,10.0,23,11,0.0,2.0,0,236
2015-07-24,15,13,11,13,11,9,94,87,67,1015,1010,1008,10.0,7.0,5.0,26,13,0.0,5.0,1,36
2015-07-25,20,16,12,10,8,6,88,60,43,1015,1013,1008,10.0,10.0,9.0,26,21,0.0,1.0,1,313
2015-07-26,15,13,13,14,12,10,100,92,77,1009,1002,995,10.0,6.0,3.0,23,14,0.0,4.0,1,148
2015-07-27,18,16,14,15,13,11,94,83,64,1001,999,996,10.0,10.0,6.0,32,21,0.0,5.0,1,245
2015-07-28,18,16,13,13,10,8,94,71,55,1007,1005,1001,10.0,10.0,9.0,32,24,0.0,4.0,1,265
2015-07-29,17,13,10,11,9,8,94,75,59,1015,1011,1007,10.0,10.0,10.0,24,13,0.0,2.0,1,280
2015-07-30,18,14,11,10,7,5,88,62,42,1021,1019,1016,10.0,10.0,10.0,24,16,0.0,3.0,0,315
2015-07-31,21,13,7,8,7,4,93,57,35,1021,1017,1014,10.0,10.0,10.0,21,6,0.0,2.0,0,223
2015-08-01,20,16,11,14,11,7,82,65,56,1015,1015,1014,10.0,10.0,10.0,26,14,0.0,2.0,0,223
2015-08-02,25,19,14,14,11,8,94,54,36,1018,1015,1012,10.0,10.0,10.0,26,16,0.0,1.0,0,166
2015-08-03,24,20,16,16,13,11,83,63,50,1010,1009,1008,10.0,10.0,10.0,37,21,0.0,2.0,0,217
2015-08-04,20,17,14,13,11,10,88,68,59,1014,1011,1009,10.0,10.0,10.0,40,23,0.0,3.0,0,220
2015-08-05,21,17,14,13,12,9,88,70,46,1014,1011,1009,10.0,10.0,9.0,29,16,0.0,3.0,1,175
2015-08-06,23,19,15,16,13,9,88,67,49,1016,1012,1009,10.0,10.0,10.0,24,14,0.0,3.0,1,240
