GMT,MaxTemperatureC,MeanTemperatureC,MinTemperatureC,DewPointC,MeanDewPointC,MinDewpointC,MaxHumidity,MeanHumidity,MinHumidity,MaxSeaLevelPressurehPa,MeanSeaLevelPressurehPa,MinSeaLevelPressurehPa,MaxVisibilityKm,MeanVisibilityKm,MinVisibilitykM,MaxWindSpeedKm/h,MeanWindSpeedKm/h,Precipitationmm,CloudCover,Events,WindDirDegrees
2014-04-04,13,10,8,9,7,5,94,78,63,1010,1007,1002,10,7,1,19,11,0.0,6.0,1,241
2014-04-05,15,12,9,11,9,6,87,82,77,1011,1011,1010,10,10,10,26,21,0.0,6.0,1,189
2014-04-06,15,14,13,12,11,11,88,81,77,1009,1009,1009,10,10,8,29,24,0.0,6.0,1,197
2014-04-07,14,10,7,11,9,4,94,83,66,1007,1004,1001,10,9,3,37,24,0.0,4.0,1,213
2014-04-08,13,9,5,5,2,1,87,62,44,1024,1018,1007,10,10,10,32,21,0.0,3.0,1,255
2014-04-09,16,10,4,8,5,2,87,66,55,1025,1024,1023,10,10,10,23,14,0.0,4.0,0,245
2014-04-10,14,10,7,6,4,2,76,61,47,1024,1022,1020,10,10,10,19,10,0.0,1.0,0,257
2014-04-11,15,11,8,5,3,1,76,58,41,1023,1022,1020,10,10,10,16,10,0.0,2.0,0,324
2014-04-12,13,9,6,6,4,3,81,68,58,1021,1018,1016,10,10,10,34,14,0.0,3.0,0,243
2014-04-13,15,11,8,5,3,1,66,53,48,1022,1021,1020,10,10,10,24,19,0.0,2.0,0,278
2014-04-14,15,11,8,3,2,1,71,53,41,1026,1025,1023,10,10,10,29,21,0.0,2.0,0,321
2014-04-15,14,9,4,4,3,1,81,57,47,1031,1030,1029,10,10,10,14,8,0.0,2.0,0,84
2014-04-16,16,9,2,5,3,0,87,59,39,1029,1027,1024,10,10,9,21,11,0.0,2.0,0,174
2014-04-17,14,11,8,7,6,3,82,66,58,1020,1019,1018,10,10,9,26,19,0.0,3.0,1,285
2014-04-18,12,9,6,3,1,-1,81,54,44,1022,1021,1019,10,10,10,24,16,0.0,1.0,0,35
2014-04-19,14,10,6,4,2,1,71,58,48,1020,1019,1017,10,10,10,24,18,0.0,5.0,0,70
2014-04-20,14,11,8,10,8,5,87,80,72,1010,1007,1003,8,7,5,39,32,0.0,5.0,1,35
2014-04-21,19,14,9,11,9,7,94,71,52,1007,1006,1005,10,5,0,27,18,0.0,5.0,1,43
2014-04-22,15,12,9,9,9,7,93,79,59,1012,1008,1005,10,9,4,23,10,0.0,4.0,0,183
2014-04-23,15,11,8,10,8,7,94,79,59,1018,1016,1012,10,9,5,26,14,0.0,3.0,1,168
2014-04-24,16,11,7,9,7,5,93,74,51,1020,1019,1017,10,7,3,13,6,0.0,3.0,0,70
2014-04-25,11,10,8,9,8,7,94,89,82,1017,1011,1007,8,5,2,24,13,0.0,7.0,1,2
2014-04-26,16,12,8,8,7,5,93,67,48,1006,1002,1001,10,9,0,34,21,0.0,3.0,1,165
2014-04-27,15,12,9,9,8,6,87,74,63,1005,1004,1002,10,9,7,26,21,0.0,5.0,1,74
2014-04-28,16,12,9,10,8,7,88,76,63,1013,1012,1011,10,9,6,19,14,0.0,4.0,0,55
2014-04-29,16,12,8,10,9,7,94,79,59,1013,1013,1012,10,5,0,11,8,0.0,3.0,1,81
2014-04-30,18,14,11,10,8,7,88,71,49,1013,1011,1010,10,8,4,16,8,0.0,2.0,0,176
2014-05-01,14,11,8,10,9,6,93,84,72,1017,1011,1009,10,6,2,32,11,0.0,5.0,1,27
2014-05-02,12,8,5,5,3,0,81,65,51,1030,1026,1017,10,10,8,24,19,0.0,3.0,0,46
2014-05-03,14,8,3,2,1,0,81,53,41,1030,1028,1026,10,10,10,10,6,0.0,1.0,0,114
2014-05-04,16,12,9,7,6,4,76,57,45,1024,1022,1019,10,10,10,16,10,0.0,2.0,0,215
2014-05-05,18,13,9,8,7,5,76,58,48,1014,1010,1006,10,10,10,27,18,0.0,1.0,0,169
2014-05-06,17,13,11,10,7,4,88,66,45,1005,1004,1004,10,10,10,27,19,0.0,2.0,0,232
2014-05-07,15,12,10,9,7,6,82,72,59,1009,1007,1004,10,10,10,39,23,0.0,3.0,1,230
2014-05-08,15,12,10,12,10,6,94,85,71,1009,1005,1002,10,8,2,26,18,0.0,5.0,1,220
2014-05-09,16,13,11,10,6,4,94,64,45,1012,1009,1006,10,10,8,40,24,0.0,3.0,0,241
2014-05-10,15,12,10,10,8,6,82,69,59,1010,1000,996,10,10,8,42,26,0.0,4.0,0,223
2014-05-11,13,11,10,8,7,6,82,70,63,1004,1001,999,10,10,5,37,31,0.0,6.0,1,254
2014-05-12,14,11,8,7,6,4,82,68,54,1013,1010,1008,10,10,10,23,16,0.0,3.0,1,276
2014-05-13,15,11,8,8,6,4,87,71,51,1026,1020,1013,10,10,7,26,8,0.0,3.0,1,325
2014-05-14,18,12,6,6,4,2,87,55,34,1034,1031,1027,10,10,10,26,11,0.0,2.0,0,325
2014-05-15,20,15,10,11,9,5,82,63,52,1036,1035,1035,10,10,10,11,6,0.0,3.0,0,170
2014-05-16,21,16,11,13,11,7,88,64,49,1035,1031,1028,10,9,7,13,5,0.0,1.0,0,236
2014-05-17,22,18,15,10,8,4,63,49,43,1028,1023,1019,10,10,10,21,10,0.0,1.0,0,238
2014-05-18,23,20,17,12,11,10,68,52,44,1013,1010,1007,10,10,10,26,21,0.0,1.0,0,165
2014-05-19,24,18,13,13,11,9,77,58,41,1004,1003,1001,10,8,4,24,16,0.0,1.0,0,110
2014-05-20,19,16,11,13,12,9,94,73,64,1009,1006,1003,10,9,3,16,13,0.0,2.0,1,165
2014-05-21,19,14,9,10,7,4,88,58,40,1011,1008,1003,10,10,8,14,8,0.0,1.0,0,97
2014-05-22,16,13,11,11,9,7,88,77,63,1003,1002,1001,10,10,6,21,13,0.0,3.0,1,44
2014-05-23,15,13,10,9,8,7,88,77,63,1008,1005,1002,10,9,5,27,18,0.0,5.0,1,116
2014-05-24,16,12,9,11,9,7,94,81,59,1009,1008,1008,10,8,3,26,13,0.0,5.0,1,113
2014-05-25,17,13,11,9,7,6,88,61,48,1016,1015,1014,10,10,10,26,24,0.0,3.0,1,185
2014-05-26,14,12,11,10,9,7,88,78,67,1020,1019,1018,10,10,9,11,6,0.0,3.0,1,75
2014-05-27,14,12,10,11,9,7,88,79,72,1017,1016,1016,10,8,4,29,18,0.0,5.0,1,2
2014-05-28,13,11,10,11,11,8,94,90,87,1015,1013,1012,10,5,3,24,18,0.0,7.0,1,351
2014-05-29,17,13,11,13,11,10,94,84,72,1021,1016,1014,10,8,5,27,18,0.0,6.0,1,42
2014-05-30,14,12,11,9,9,8,82,77,72,1026,1024,1021,10,9,7,16,14,0.0,6.0,0,47
2014-05-31,17,16,14,10,9,9,72,64,59,1026,1025,1024,10,10,10,13,6,0.0,4.0,0,308
2014-06-01,21,19,17,9,9,8,59,54,43,1023,1022,1020,10,10,10,13,11,0.0,1.0,0,198
2014-06-02,18,16,13,12,12,8,82,73,64,1018,1017,1015,10,10,10,23,13,0.0,4.0,0,213
2014-06-03,19,16,13,12,11,9,94,75,52,1015,1011,1008,10,10,5,16,11,0.0,4.0,0,234
2014-06-04,13,11,10,11,9,8,94,85,77,1008,1003,1002,10,7,3,23,8,0.0,6.0,1,251
2014-06-05,18,14,10,9,7,4,88,60,40,1013,1009,1005,10,10,7,32,19,0.0,2.0,1,253
2014-06-06,21,14,9,11,9,6,87,60,49,1014,1013,1011,10,10,10,23,13,0.0,1.0,0,119
2014-06-07,20,18,15,14,12,9,94,72,52,1013,1011,1009,10,9,4,21,14,0.0,3.0,1,187
2014-06-08,21,17,14,13,11,10,82,61,49,1020,1018,1018,10,10,10,27,19,0.0,3.0,1,202
2014-06-09,23,18,14,16,13,10,82,65,53,1017,1015,1013,10,10,10,19,11,0.0,2.0,1,190
2014-06-10,20,17,13,12,11,8,88,66,49,1020,1017,1014,10,10,10,27,16,0.0,2.0,0,210
2014-06-11,20,16,12,11,11,10,88,68,52,1029,1026,1021,10,10,10,21,14,0.0,2.0,0,233
2014-06-12,23,18,14,12,11,9,77,57,43,1029,1028,1027,10,10,10,13,6,0.0,2.0,0,246
2014-06-13,24,19,14,13,11,9,82,56,44,1027,1025,1023,10,10,10,21,8,0.0,2.0,0,342
2014-06-14,22,19,17,15,14,13,88,71,60,1026,1026,1024,10,9,9,24,14,0.0,4.0,1,23
2014-06-15,18,17,15,13,12,11,77,71,64,1029,1029,1028,10,10,10,16,13,0.0,6.0,0,38
2014-06-16,17,14,13,10,9,8,72,62,55,1029,1029,1028,10,10,10,29,18,0.0,4.0,0,31
2014-06-17,19,16,12,12,10,7,77,66,56,1030,1029,1028,10,10,10,26,19,0.0,3.0,0,23
2014-06-18,23,19,15,13,12,10,82,65,44,1028,1026,1024,10,10,10,23,13,0.0,4.0,0,37
2014-06-19,19,17,14,13,12,11,82,73,64,1024,1023,1023,10,10,9,24,11,0.0,4.0,0,56
2014-06-20,23,18,14,13,11,8,82,60,41,1024,1021,1020,10,10,10,19,10,0.0,3.0,0,273
2014-06-21,22,18,15,10,9,8,67,54,43,1021,1020,1019,10,10,10,16,14,0.0,2.0,0,319
2014-06-22,24,20,17,12,12,11,68,53,44,1022,1021,1021,10,10,10,11,6,0.0,1.0,0,164
2014-06-23,24,20,16,14,12,9,77,59,43,1023,1022,1021,10,10,10,23,10,0.0,1.0,0,320
2014-06-24,22,18,14,13,11,10,82,65,49,1022,1020,1018,10,10,8,27,14,0.0,3.0,0,344
2014-06-25,20,16,11,10,7,6,82,57,40,1020,1019,1017,10,10,10,14,10,0.0,2.0,0,78
2014-06-26,20,16,12,11,8,7,88,58,43,1017,1015,1013,10,10,8,19,11,0.0,2.0,1,88
2014-06-27,18,14,12,13,12,10,94,82,59,1014,1011,1010,10,8,2,19,10,0.0,4.0,1,27
2014-06-28,16,14,13,12,12,10,94,84,68,1011,1010,1009,10,7,4,16,10,0.0,6.0,1,51
2014-06-29,17,16,14,9,8,7,67,59,52,1015,1014,1012,10,10,10,24,16,0.0,3.0,0,7
2014-06-30,21,16,12,11,9,6,82,59,40,1018,1017,1016,10,10,10,14,8,0.0,1.0,0,118
2014-07-01,22,17,13,11,9,8,82,58,43,1023,1020,1018,10,10,10,19,8,0.0,1.0,0,83
2014-07-02,23,17,11,12,11,9,88,59,44,1023,1022,1021,10,10,10,21,10,0.0,1.0,0,209
2014-07-03,24,20,16,15,13,10,82,64,47,1021,1017,1014,10,10,10,29,18,0.0,2.0,0,225
2014-07-04,23,19,15,16,13,12,88,73,53,1013,1005,1000,10,10,7,27,19,0.0,5.0,1,198
2014-07-05,20,17,14,15,12,10,94,70,52,1002,1001,999,10,9,6,21,14,0.0,4.0,1,253
2014-07-06,21,17,13,10,8,6,82,53,38,1006,1004,1003,10,10,10,26,14,0.0,2.0,1,260
2014-07-07,21,16,12,12,11,8,88,70,46,1016,1015,1013,10,9,6,27,11,0.0,2.0,1,214
2014-07-08,19,16,12,12,11,10,94,70,59,1018,1016,1015,10,10,9,26,11,0.0,2.0,1,303
2014-07-09,21,17,13,12,11,10,88,64,52,1020,1019,1018,10,10,9,35,23,0.0,2.0,0,319
2014-07-10,24,19,15,12,11,9,72,53,38,1019,1018,1017,10,10,10,24,19,0.0,1.0,0,346
2014-07-11,23,18,14,13,11,9,77,59,46,1019,1018,1017,10,10,10,21,11,0.0,2.0,0,342
2014-07-12,26,21,17,14,12,11,72,51,41,1015,1013,1011,10,10,10,16,8,0.0,1.0,0,236
2014-07-13,21,19,17,16,12,8,88,63,46,1010,1008,1007,10,9,7,29,23,0.0,4.0,1,315
2014-07-14,23,17,11,15,12,9,88,66,44,1014,1013,1013,10,10,5,32,18,0.0,4.0,0,218
2014-07-15,22,18,13,15,10,8,88,58,43,1021,1019,1014,10,9,5,93,13,0.0,3.0,0,273
2014-07-16,25,18,12,16,13,9,94,65,41,1021,1019,1002,10,10,10,26,11,0.0,2.0,1,215
2014-07-17,27,21,15,15,14,13,94,70,44,1022,1021,1018,10,8,0,11,6,0.0,2.0,1,131
2014-07-18,28,22,17,19,17,15,88,65,45,1014,1012,1010,10,10,7,24,14,0.0,2.0,1,152
2014-07-19,25,21,17,19,17,15,88,81,65,1012,1008,1007,10,9,6,34,8,0.0,2.0,1,94
2014-07-20,25,21,18,17,16,14,88,67,50,1012,1011,1009,10,9,4,19,14,0.0,4.0,0,313
2014-07-21,25,21,17,15,13,11,82,59,44,1022,1020,1017,10,10,9,19,13,0.0,3.0,0,320
2014-07-22,26,21,16,16,14,12,88,62,44,1024,1023,1022,10,10,10,19,10,0.0,1.0,0,44
2014-07-23,27,21,16,16,14,13,88,63,48,1024,1021,1019,10,9,6,27,19,0.0,2.0,0,51
2014-07-24,28,22,16,16,13,11,82,58,39,1020,1019,1017,10,9,5,24,19,0.0,3.0,0,49
2014-07-25,28,22,16,15,13,12,82,56,37,1019,1018,1017,10,9,4,24,18,0.0,2.0,0,43
2014-07-26,28,22,17,14,12,11,73,53,35,1018,1017,1016,10,9,8,10,6,0.0,1.0,0,34
2014-07-27,24,21,18,12,10,8,68,48,38,1018,1017,1015,10,10,10,19,16,0.0,3.0,0,291
2014-07-28,24,19,14,13,11,8,82,58,36,1018,1016,1016,10,10,10,19,11,0.0,2.0,0,30
2014-07-29,24,19,15,14,12,10,82,62,44,1018,1016,1015,10,10,9,24,13,0.0,2.0,0,318
2014-07-30,24,19,15,13,11,9,77,59,50,1017,1016,1014,10,10,10,21,13,0.0,3.0,0,280
2014-07-31,24,19,14,18,14,11,94,78,50,1015,1013,1011,10,10,8,26,11,0.0,2.0,1,228
2014-08-01,24,19,15,16,16,14,100,82,53,1011,1007,1005,10,10,8,27,13,0.0,3.0,1,199
2014-08-02,21,18,16,17,16,15,100,89,73,1005,1002,1000,10,8,5,23,13,0.0,3.0,1,167
2014-08-03,23,18,14,13,12,10,88,58,44,1009,1008,1006,10,10,10,27,21,0.0,2.0,0,218
2014-08-04,23,17,11,14,12,9,100,64,43,1018,1016,1014,10,10,10,19,11,0.0,1.0,0,237
2014-08-05,22,17,13,17,15,11,94,83,68,1018,1016,1013,10,10,8,24,10,0.0,2.0,1,173
2014-08-06,23,20,17,17,15,12,100,71,53,1013,1010,1009,10,10,7,32,16,0.0,3.0,1,244
2014-08-07,23,19,15,15,13,11,94,62,47,1015,1014,1012,10,10,10,11,8,0.0,2.0,0,294
2014-08-08,24,20,16,16,14,12,94,67,47,1011,1006,1003,10,10,9,19,13,0.0,3.0,1,206
2014-08-09,22,19,16,13,12,10,82,61,46,1007,1006,1003,10,10,10,29,19,0.0,2.0,1,248
2014-08-10,18,17,15,16,13,10,100,82,59,997,994,991,10,7,1,45,21,0.0,6.0,1,282
2014-08-11,20,16,12,13,11,10,88,73,52,1006,1005,1004,10,10,8,37,24,0.0,3.0,1,227
2014-08-12,19,16,13,12,11,9,88,73,56,1006,1005,1003,10,10,10,35,23,0.0,2.0,1,227
2014-08-13,21,16,12,13,12,10,94,76,49,1008,1005,1002,10,10,8,26,18,0.0,2.0,1,262
2014-08-14,19,16,12,14,12,11,100,81,60,1011,1009,1008,10,10,10,19,11,0.0,2.0,1,277
2014-08-15,20,17,13,14,12,10,94,73,56,1021,1017,1014,10,10,10,19,11,0.0,4.0,0,324
2014-08-16,18,14,12,12,10,9,88,67,59,1021,1019,1017,10,10,10,32,18,0.0,3.0,0,252
2014-08-17,19,17,14,12,9,7,88,60,46,1008,1007,1006,10,10,5,39,27,0.0,4.0,1,268
2014-08-18,18,14,12,12,9,5,94,65,48,1011,1010,1007,10,10,10,27,18,0.0,3.0,0,301
2014-08-19,17,13,10,8,7,5,82,63,45,1016,1013,1011,10,10,10,26,18,0.0,2.0,0,301
2014-08-20,16,12,8,9,7,6,94,69,52,1017,1017,1016,10,10,10,24,11,0.0,2.0,1,275
2014-08-21,17,11,5,10,9,5,100,73,55,1015,1012,1010,10,10,10,32,16,0.0,2.0,1,222
2014-08-22,18,14,12,12,9,7,100,71,52,1014,1011,1008,10,10,10,27,16,0.0,2.0,1,291
2014-08-23,17,12,8,9,8,6,88,66,52,1016,1015,1014,10,10,10,26,14,0.0,2.0,1,284
2014-08-24,17,13,10,10,9,8,88,68,55,1019,1018,1018,10,10,10,19,10,0.0,2.0,0,233
2014-08-25,17,14,13,16,14,12,100,98,94,1009,1005,1001,7,4,2,21,16,0.0,7.0,1,111
2014-08-26,18,14,12,15,13,10,94,83,68,1014,1009,1003,10,9,6,34,24,0.0,7.0,1,59
2014-08-27,20,14,9,15,12,9,100,78,60,1016,1013,1010,10,10,7,24,14,0.0,3.0,0,104
2014-08-28,20,17,13,17,13,10,100,79,52,1010,1009,1008,10,9,5,24,16,0.0,3.0,1,216
2014-08-29,19,16,13,15,14,12,94,85,73,1011,1010,1009,10,10,9,35,21,0.0,4.0,1,218
2014-08-30,18,16,13,15,13,11,100,80,68,1015,1014,1011,10,10,9,24,19,0.0,3.0,1,262
2014-08-31,21,17,14,13,12,9,88,65,46,1018,1018,1017,10,10,10,23,16,0.0,2.0,0,281
2014-09-01,19,16,12,17,14,10,100,86,63,1022,1020,1018,10,7,3,24,11,0.0,6.0,1,302
