GMT,MaxTemperatureC,MeanTemperatureC,MinTemperatureC,DewPointC,MeanDewPointC,MinDewpointC,MaxHumidity,MeanHumidity,MinHumidity,MaxSeaLevelPressurehPa,MeanSeaLevelPressurehPa,MinSeaLevelPressurehPa,MaxVisibilityKm,MeanVisibilityKm,MinVisibilitykM,MaxWindSpeedKm/h,MeanWindSpeedKm/h,Precipitationmm,CloudCover,Events,WindDirDegrees
2016-01-20,6,2,-2,3,0,-2,100,96,81,1021,1020,1018,10.0,6.0,0.0,8,2,0.0,4.0,1,103
2016-01-21,7,2,-2,5,2,-2,100,92,76,1020,1019,1017,10.0,8.0,3.0,21,11,0.0,4.0,0,158
2016-01-22,12,8,5,11,7,3,100,91,76,1022,1014,1011,10.0,9.0,6.0,27,21,0.0,5.0,1,200
2016-01-23,10,8,5,9,7,5,100,92,87,1029,1027,1022,10.0,9.0,6.0,24,14,0.0,3.0,1,195
2016-01-24,14,13,13,13,12,12,94,92,88,1024,1024,1023,10.0,10.0,10.0,24,21,0.0,6.0,1,210
2016-01-25,14,10,6,11,8,5,93,83,71,1021,1016,1012,10.0,10.0,10.0,45,24,0.0,4.0,0,209
2016-01-26,13,10,7,11,9,6,94,87,76,1020,1009,1006,10.0,10.0,8.0,55,29,0.0,5.0,1,211
2016-01-27,14,9,5,12,8,2,94,82,66,1016,1006,1001,10.0,10.0,7.0,50,29,0.0,4.0,1,236
2016-01-28,10,6,1,9,4,0,94,82,71,1022,1020,1016,10.0,10.0,10.0,35,21,0.0,4.0,1,220
2016-01-29,12,11,10,11,9,8,100,91,82,1016,1012,1007,10.0,9.0,3.0,42,31,0.0,6.0,1,221
2016-01-30,10,7,4,9,2,-1,94,74,57,1009,1007,1006,10.0,10.0,9.0,39,24,0.0,3.0,1,255
2016-01-31,14,9,5,12,9,5,100,94,82,1006,1004,1002,10.0,7.0,2.0,34,19,0.0,6.0,1,220
2016-02-01,14,11,9,10,6,2,88,71,58,1012,1011,1009,10.0,10.0,10.0,52,37,0.0,3.0,1,239
2016-02-02,9,7,3,3,2,0,93,71,54,1016,1013,1011,10.0,10.0,10.0,42,31,0.0,1.0,0,248
2016-02-03,9,6,2,4,2,0,93,81,62,1027,1022,1015,10.0,10.0,9.0,34,19,0.0,3.0,1,266
2016-02-04,13,9,5,10,8,3,100,87,77,1025,1023,1020,10.0,10.0,9.0,24,16,0.0,4.0,0,247
2016-02-05,11,10,9,9,8,6,100,87,76,1023,1012,1005,10.0,9.0,5.0,34,21,0.0,6.0,1,207
2016-02-06,11,10,9,10,9,8,100,93,88,1005,992,984,10.0,7.0,4.0,52,29,0.0,6.0,1,186
2016-02-07,9,7,4,5,4,3,93,85,71,991,990,986,10.0,10.0,8.0,39,31,0.0,4.0,1,209
2016-02-08,9,7,5,6,4,1,93,82,70,991,983,977,10.0,9.0,6.0,50,37,0.0,5.0,1,237
2016-02-09,8,6,3,3,2,-1,93,81,53,990,985,983,10.0,10.0,10.0,34,21,0.0,2.0,0,240
2016-02-10,9,6,1,4,2,-1,93,79,53,1003,998,988,10.0,10.0,10.0,26,16,0.0,3.0,1,279
2016-02-11,8,4,0,3,1,-1,100,83,66,1004,1002,998,10.0,10.0,9.0,13,6,0.0,1.0,1,191
2016-02-12,7,3,0,5,3,0,100,90,76,998,995,994,10.0,10.0,7.0,19,11,0.0,3.0,1,97
2016-02-13,5,4,3,3,2,1,93,87,81,987,986,985,10.0,10.0,7.0,26,23,0.0,2.0,1,64
2016-02-14,6,3,2,1,-1,-3,93,70,53,1007,1000,994,10.0,10.0,8.0,34,24,0.0,2.0,0,21
2016-02-15,6,3,-1,0,-1,-3,87,74,57,1035,1030,1022,10.0,10.0,10.0,23,16,0.0,3.0,0,340
2016-02-16,7,1,-4,2,0,-4,100,79,61,1035,1030,1023,10.0,10.0,9.0,32,14,0.0,1.0,1,180
2016-02-17,5,4,4,5,4,1,100,95,81,1023,1012,1009,10.0,8.0,5.0,32,19,0.0,6.0,1,168
2016-02-18,8,4,0,4,1,-2,100,80,50,1017,1014,1010,10.0,9.0,6.0,19,11,0.0,3.0,0,258
2016-02-19,10,5,0,9,6,0,100,88,71,1017,1010,1005,10.0,10.0,8.0,34,19,0.0,5.0,1,208
2016-02-20,13,11,9,10,8,4,94,83,71,1008,1006,1004,10.0,10.0,10.0,42,26,0.0,4.0,1,238
2016-02-21,15,13,12,11,11,10,88,81,72,1007,1006,1004,10.0,10.0,10.0,47,40,0.0,5.0,0,232
2016-02-22,9,7,4,4,1,-2,87,67,46,1012,1009,1007,10.0,10.0,10.0,27,14,0.0,2.0,1,277
2016-02-23,9,6,3,4,2,-2,100,75,50,1019,1016,1012,10.0,10.0,10.0,16,11,0.0,3.0,0,322
2016-02-24,7,2,-3,1,-1,-3,100,74,49,1019,1017,1015,10.0,10.0,10.0,14,6,0.0,1.0,1,311
2016-02-25,6,3,1,1,-2,-5,100,68,46,1017,1016,1014,10.0,9.0,7.0,16,10,0.0,3.0,0,293
2016-02-26,8,4,2,0,-1,-2,81,69,57,1014,1008,1006,10.0,10.0,10.0,21,11,0.0,3.0,0,126
2016-02-27,7,4,3,1,-1,-3,81,66,49,1015,1012,1007,10.0,10.0,8.0,29,18,0.0,2.0,0,56
2016-02-28,8,7,4,1,-1,-1,70,62,57,1026,1024,1023,10.0,10.0,10.0,26,21,0.0,3.0,0,43
2016-02-29,7,3,-1,4,2,-1,100,81,66,1028,1025,1020,10.0,9.0,7.0,24,8,0.0,3.0,1,196
2016-03-01,15,9,4,11,7,4,100,82,59,1019,1005,1001,10.0,10.0,7.0,39,27,0.0,4.0,1,236
2016-03-02,7,4,3,5,2,0,93,79,61,1001,995,990,10.0,10.0,7.0,42,29,0.0,4.0,1,268
2016-03-03,8,4,2,5,3,0,100,82,66,1007,1002,991,10.0,9.0,5.0,23,13,0.0,4.0,1,223
2016-03-04,6,3,0,6,1,-1,100,88,70,994,990,988,10.0,8.0,0.0,32,19,0.0,5.0,1,227
2016-03-05,7,3,-1,3,2,-1,100,83,66,1005,1001,996,10.0,9.0,0.0,27,14,0.0,5.0,1,337
2016-03-06,6,3,2,2,0,-1,100,74,61,1007,1005,1003,10.0,10.0,10.0,19,11,0.0,3.0,0,305
2016-03-07,7,3,0,-1,-3,-4,93,62,46,1014,1011,1008,10.0,10.0,10.0,23,14,0.0,1.0,0,328
2016-03-08,8,3,-2,7,3,-4,100,89,75,1014,1010,999,10.0,10.0,7.0,27,11,0.0,5.0,1,199
2016-03-09,7,6,5,7,4,4,100,91,87,1011,1001,990,10.0,9.0,4.0,39,23,0.0,6.0,1,355
2016-03-10,8,7,5,5,4,3,100,85,76,1026,1021,1012,10.0,9.0,5.0,23,14,0.0,6.0,0,347
2016-03-11,10,6,1,6,3,1,100,87,62,1029,1028,1026,9.0,5.0,0.0,11,5,0.0,4.0,1,141
2016-03-12,12,8,4,6,4,2,93,78,62,1031,1030,1029,6.0,5.0,3.0,11,6,0.0,1.0,0,154
2016-03-13,10,7,4,5,4,2,100,79,58,1036,1035,1034,9.0,4.0,2.0,19,13,0.0,4.0,0,72
2016-03-14,11,7,3,3,2,1,87,76,58,1035,1033,1032,10.0,9.0,8.0,27,21,0.0,4.0,0,56
2016-03-15,8,6,4,6,6,2,93,89,76,1032,1031,1030,10.0,9.0,7.0,27,18,0.0,6.0,0,34
2016-03-16,10,8,4,6,3,1,100,79,62,1032,1031,1030,10.0,9.0,3.0,34,24,0.0,5.0,0,51
2016-03-17,10,6,2,3,3,1,93,77,62,1033,1030,1029,10.0,9.0,8.0,21,13,0.0,3.0,0,46
2016-03-18,7,3,0,6,4,0,100,92,87,1029,1027,1026,10.0,8.0,1.0,24,13,0.0,7.0,0,33
2016-03-19,8,7,6,4,4,3,87,79,71,1028,1027,1027,10.0,10.0,10.0,26,18,0.0,7.0,0,32
2016-03-20,11,9,7,3,2,1,76,62,54,1026,1025,1024,10.0,10.0,10.0,19,13,0.0,5.0,0,43
2016-03-21,9,6,3,4,3,2,93,72,66,1024,1022,1020,10.0,9.0,5.0,24,13,0.0,6.0,0,299
2016-03-22,10,8,5,5,3,2,87,71,62,1020,1017,1016,10.0,10.0,9.0,13,6,0.0,6.0,0,349
2016-03-23,9,7,4,5,3,1,81,74,66,1017,1016,1015,10.0,8.0,5.0,13,6,0.0,7.0,0,264
2016-03-24,10,8,6,9,7,5,100,90,76,1012,1009,1007,10.0,9.0,6.0,32,18,0.0,5.0,1,217
2016-03-25,14,11,9,5,4,3,76,58,48,1015,1014,1013,10.0,10.0,10.0,23,16,0.0,1.0,0,262
2016-03-26,14,11,8,11,10,7,94,88,82,1002,995,991,10.0,9.0,4.0,48,35,0.0,6.0,1,187
2016-03-27,12,9,6,6,4,3,87,74,54,997,996,994,10.0,10.0,10.0,35,27,0.0,3.0,1,201
2016-03-28,11,7,4,4,2,0,93,66,47,992,987,978,10.0,10.0,10.0,42,37,0.0,3.0,1,257
2016-03-29,11,6,2,5,3,1,100,81,50,1002,1001,999,10.0,10.0,8.0,32,19,0.0,3.0,1,221
2016-03-30,12,7,2,5,2,0,100,69,44,1012,1007,1002,10.0,10.0,10.0,23,13,0.0,2.0,0,254
2016-03-31,12,6,1,4,2,-1,93,65,41,1018,1016,1012,10.0,10.0,10.0,19,8,0.0,2.0,0,347
2016-04-01,11,6,2,5,2,0,93,69,50,1019,1016,1013,10.0,10.0,10.0,32,14,0.0,1.0,0,190
2016-04-02,15,11,8,7,4,0,93,65,36,1014,1011,1008,10.0,9.0,8.0,24,18,0.0,2.0,1,181
2016-04-03,15,11,7,8,7,6,100,73,59,1006,1004,1003,10.0,9.0,6.0,21,14,0.0,3.0,0,160
2016-04-04,13,10,7,8,7,6,100,84,63,1002,1001,1000,10.0,9.0,5.0,21,11,0.0,3.0,1,178
2016-04-05,13,9,5,7,3,1,100,69,44,1010,1007,1002,10.0,9.0,0.0,24,11,0.0,2.0,1,259
2016-04-06,11,7,3,7,3,-2,93,71,41,1009,1005,1003,10.0,10.0,5.0,48,24,0.0,3.0,1,244
2016-04-07,12,8,5,6,4,2,93,78,58,1012,1008,1004,10.0,10.0,4.0,29,23,0.0,3.0,1,276
2016-04-08,12,7,3,8,6,3,100,81,62,1012,1009,1005,10.0,9.0,4.0,19,8,0.0,3.0,1,197
2016-04-09,11,8,5,5,3,0,87,72,47,1004,1001,1000,10.0,10.0,7.0,24,14,0.0,3.0,1,218
2016-04-10,12,9,6,4,2,0,81,59,47,1008,1007,1006,10.0,10.0,10.0,29,21,0.0,1.0,0,110
2016-04-11,15,12,9,10,8,7,100,83,59,1006,1005,1005,9.0,6.0,3.0,27,14,0.0,5.0,1,104
2016-04-12,13,10,7,9,6,5,100,78,58,1006,1006,1005,10.0,8.0,1.0,19,10,0.0,2.0,1,228
2016-04-13,16,9,3,7,4,2,100,62,42,1010,1008,1007,10.0,10.0,10.0,10,5,0.0,1.0,0,213
2016-04-14,15,11,8,8,7,5,93,75,55,1011,1009,1006,10.0,9.0,6.0,23,13,0.0,2.0,1,69
2016-04-15,9,7,5,7,6,3,93,89,82,1006,1001,998,10.0,8.0,4.0,24,14,0.0,6.0,1,27
2016-04-16,9,6,3,3,1,-2,93,71,46,1008,1005,999,10.0,10.0,8.0,32,14,0.0,5.0,1,348
2016-04-17,12,8,4,1,-2,-3,81,49,35,1017,1016,1014,10.0,10.0,10.0,21,10,0.0,2.0,0,289
2016-04-18,12,8,4,5,3,1,81,66,54,1024,1021,1019,10.0,10.0,10.0,26,16,0.0,6.0,0,250
2016-04-19,14,11,7,5,2,0,76,54,38,1031,1028,1025,10.0,10.0,10.0,16,11,0.0,2.0,0,27
2016-04-20,15,9,4,5,3,1,93,61,42,1032,1030,1027,10.0,10.0,10.0,23,13,0.0,1.0,0,80
2016-04-21,16,10,5,7,5,2,82,63,51,1028,1024,1022,9.0,9.0,8.0,26,16,0.0,1.0,0,63
2016-04-22,11,9,7,5,4,1,81,70,62,1024,1022,1020,10.0,10.0,10.0,26,19,0.0,4.0,0,64
2016-04-23,11,8,5,2,-1,-4,76,52,37,1022,1021,1021,10.0,10.0,10.0,24,16,0.0,4.0,0,9
2016-04-24,10,8,5,5,2,-1,81,65,47,1021,1020,1019,10.0,10.0,8.0,24,18,0.0,3.0,1,339
2016-04-25,12,8,4,6,3,0,93,75,47,1011,1008,1007,10.0,9.0,4.0,32,16,0.0,4.0,1,313
2016-04-26,9,6,2,2,-1,-5,93,68,40,1010,1009,1007,10.0,10.0,3.0,45,19,0.0,3.0,1,314
2016-04-27,10,6,2,3,1,-3,100,75,40,1014,1012,1010,10.0,10.0,6.0,19,11,0.0,3.0,1,302
2016-04-28,10,6,1,5,2,-1,100,74,50,1014,1010,1006,10.0,10.0,5.0,35,16,0.0,3.0,1,229
2016-04-29,10,7,4,2,1,0,87,65,50,1015,1010,1007,10.0,10.0,10.0,37,23,0.0,2.0,1,271
2016-04-30,11,7,4,4,2,0,87,66,47,1024,1021,1015,10.0,10.0,8.0,27,13,0.0,2.0,1,300
2016-05-01,14,11,9,8,6,4,82,65,54,1027,1025,1024,10.0,10.0,10.0,24,21,0.0,1.0,1,205
2016-05-02,16,13,10,11,9,8,94,76,59,1018,1016,1015,10.0,10.0,7.0,39,27,0.0,4.0,1,220
2016-05-03,14,9,5,4,3,1,87,59,41,1025,1025,1023,10.0,10.0,10.0,26,19,0.0,2.0,1,260
2016-05-04,18,12,7,5,4,2,87,53,37,1026,1024,1022,10.0,10.0,10.0,26,16,0.0,1.0,0,187
2016-05-05,20,13,6,7,4,1,76,48,33,1021,1018,1016,10.0,10.0,10.0,19,10,0.0,1.0,0,146
2016-05-06,21,14,8,9,7,3,71,55,43,1016,1010,1008,9.0,9.0,9.0,16,10,0.0,0.0,0,72
2016-05-07,22,17,12,15,12,9,82,69,56,1008,1007,1005,10.0,6.0,4.0,19,11,0.0,2.0,1,52
2016-05-08,26,22,19,12,10,8,60,43,34,1008,1007,1006,0.0,0.0,0.0,32,18,0.0,0.0,0,112
2016-05-09,25,20,16,14,12,9,82,57,38,1009,1009,1007,10.0,9.0,7.0,32,19,0.0,2.0,1,84
2016-05-10,17,14,13,16,14,11,94,92,88,1009,1007,1005,10.0,5.0,2.0,23,16,0.0,6.0,1,62
2016-05-11,17,14,13,15,14,12,94,89,77,1006,1004,1003,7.0,5.0,3.0,27,18,0.0,5.0,1,45
2016-05-12,22,17,12,14,12,9,94,71,53,1008,1005,1004,10.0,8.0,4.0,34,24,0.0,2.0,0,32
2016-05-13,15,12,9,9,7,3,88,73,63,1017,1013,1008,10.0,10.0,10.0,35,29,0.0,5.0,0,34
2016-05-14,14,11,8,1,1,0,57,47,41,1021,1021,1020,10.0,10.0,10.0,19,14,0.0,3.0,0,9
2016-05-15,16,13,10,5,4,3,71,52,45,1023,1022,1020,10.0,10.0,10.0,19,14,0.0,3.0,0,324
2016-05-16,18,14,11,5,5,4,67,54,40,1022,1020,1019,10.0,10.0,10.0,16,14,0.0,4.0,0,331
2016-05-17,17,12,8,11,8,4,88,68,52,1019,1014,1008,10.0,10.0,10.0,27,14,0.0,3.0,0,227
2016-05-18,15,13,11,11,9,7,94,78,63,1008,1003,1001,10.0,10.0,6.0,29,18,0.0,3.0,1,286
2016-05-19,18,14,11,11,9,7,88,75,55,1012,1010,1006,10.0,10.0,9.0,27,16,0.0,4.0,1,234
2016-05-20,18,14,12,11,9,8,88,71,52,1014,1012,1010,10.0,10.0,10.0,29,21,0.0,3.0,1,220
2016-05-21,16,13,12,13,12,11,94,86,77,1009,1006,1005,10.0,10.0,7.0,32,24,0.0,5.0,1,187
2016-05-22,17,14,13,9,8,7,77,63,55,1009,1007,1006,10.0,10.0,10.0,23,13,0.0,2.0,1,270
2016-05-23,18,14,10,9,7,5,82,60,42,1022,1019,1016,10.0,10.0,10.0,26,19,0.0,2.0,0,338
2016-05-24,17,13,9,9,6,4,88,61,45,1023,1022,1020,10.0,10.0,10.0,26,16,0.0,2.0,0,56
2016-05-25,12,10,8,8,6,4,87,76,71,1021,1018,1017,10.0,10.0,6.0,19,13,0.0,6.0,0,9
2016-05-26,16,13,10,9,8,7,87,73,55,1017,1016,1016,10.0,10.0,10.0,11,6,0.0,5.0,0,331
2016-05-27,19,14,10,10,8,7,87,67,52,1018,1017,1016,10.0,10.0,10.0,19,11,0.0,1.0,0,71
2016-05-28,19,14,11,10,9,7,77,63,52,1018,1016,1014,10.0,10.0,10.0,21,13,0.0,2.0,0,68
2016-05-29,18,14,11,10,9,8,82,68,59,1015,1015,1014,10.0,8.0,6.0,24,18,0.0,4.0,0,28
2016-05-30,18,14,12,11,10,9,82,69,59,1018,1018,1017,10.0,9.0,6.0,29,21,0.0,5.0,0,358
2016-05-31,15,13,12,11,10,8,94,81,67,1022,1020,1018,10.0,9.0,4.0,32,24,0.0,4.0,1,356
2016-06-01,13,12,11,10,10,9,94,86,82,1024,1024,1022,10.0,9.0,4.0,27,21,0.0,8.0,1,3
2016-06-02,15,12,9,9,7,6,88,72,59,1024,1022,1021,10.0,10.0,10.0,32,21,0.0,6.0,0,24
2016-06-03,16,12,9,10,8,6,82,73,63,1019,1017,1016,10.0,10.0,9.0,16,13,0.0,6.0,0,41
2016-06-04,21,17,14,15,13,10,88,79,68,1018,1018,1017,9.0,6.0,3.0,16,10,0.0,7.0,0,23
2016-06-05,23,17,11,14,12,10,94,71,57,1022,1022,1021,10.0,7.0,3.0,19,16,0.0,4.0,0,61
2016-06-06,25,19,13,14,11,5,82,52,35,1022,1022,1021,0.0,0.0,0.0,19,11,0.0,0.0,0,84
2016-06-07,25,19,14,15,12,8,88,61,41,1024,1023,1022,10.0,10.0,10.0,23,8,0.0,2.0,1,142
2016-06-08,25,19,14,18,16,12,88,76,54,1024,1024,1023,10.0,8.0,6.0,14,6,0.0,2.0,1,80
2016-06-09,23,17,11,15,13,9,94,72,56,1024,1021,1017,10.0,9.0,7.0,14,10,0.0,2.0,0,115
2016-06-10,22,19,16,16,14,13,88,75,57,1017,1013,1011,10.0,9.0,5.0,16,10,0.0,1.0,1,187
2016-06-11,19,17,16,15,13,12,88,78,68,1011,1011,1010,10.0,9.0,4.0,23,16,0.0,5.0,1,221
2016-06-12,19,17,14,16,13,10,94,85,68,1007,1006,1004,10.0,7.0,3.0,13,11,0.0,5.0,1,154
2016-06-13,19,17,15,14,13,12,94,82,64,1002,1001,999,10.0,9.0,6.0,19,13,0.0,4.0,1,272
2016-06-14,18,16,13,14,13,12,100,85,68,999,995,993,10.0,9.0,4.0,23,10,0.0,3.0,1,212
2016-06-15,19,16,13,13,12,11,94,84,60,998,996,994,10.0,9.0,7.0,19,11,0.0,4.0,1,205
2016-06-16,19,16,13,14,13,11,94,84,64,1003,1001,998,10.0,8.0,5.0,19,8,0.0,4.0,1,45
2016-06-17,19,16,13,12,11,9,94,75,56,1014,1009,1003,10.0,9.0,5.0,19,11,0.0,4.0,1,353
2016-06-18,18,16,13,10,9,9,77,68,59,1021,1019,1014,10.0,10.0,10.0,11,10,0.0,5.0,0,349
2016-06-19,19,17,14,15,12,10,88,72,60,1023,1021,1018,10.0,10.0,8.0,27,18,0.0,3.0,1,211
2016-06-20,21,18,16,16,13,10,94,76,52,1015,1011,1010,10.0,9.0,4.0,26,18,0.0,4.0,1,248
2016-06-21,20,17,13,12,11,10,88,66,56,1017,1016,1014,10.0,10.0,10.0,23,11,0.0,3.0,0,224
2016-06-22,21,18,15,16,15,12,94,82,73,1018,1017,1017,10.0,9.0,6.0,19,13,0.0,4.0,1,188
2016-06-23,22,19,16,16,14,10,88,72,59,1017,1016,1014,10.0,10.0,10.0,14,8,0.0,4.0,1,274
2016-06-24,21,17,13,14,11,9,82,67,52,1017,1016,1015,10.0,10.0,10.0,27,14,0.0,2.0,1,225
2016-06-25,19,17,14,12,11,10,82,68,59,1017,1016,1016,10.0,10.0,7.0,16,10,0.0,2.0,1,307
2016-06-26,19,17,14,13,11,9,88,68,56,1018,1017,1016,10.0,10.0,8.0,26,18,0.0,4.0,1,255
2016-06-27,19,17,14,12,8,6,82,59,43,1019,1018,1016,10.0,10.0,10.0,24,16,0.0,2.0,0,286
2016-06-28,18,14,11,12,11,7,94,78,56,1019,1012,1006,10.0,9.0,6.0,23,11,0.0,3.0,1,188
2016-06-29,16,13,11,14,13,10,94,91,82,1008,1005,1003,10.0,8.0,4.0,37,23,0.0,5.0,1,201
2016-06-30,20,16,12,13,11,9,94,71,52,1008,1007,1006,10.0,10.0,9.0,32,19,0.0,2.0,1,221
2016-07-01,19,16,12,14,10,8,94,70,55,1008,1006,1005,10.0,10.0,7.0,34,24,0.0,2.0,1,231
2016-07-02,19,14,10,10,8,6,87,64,46,1013,1011,1008,10.0,10.0,10.0,29,23,0.0,3.0,1,241
2016-07-03,21,18,15,11,9,7,77,55,40,1018,1017,1017,10.0,10.0,10.0,21,16,0.0,2.0,0,223
2016-07-04,21,16,12,15,13,10,88,72,56,1019,1016,1013,10.0,10.0,10.0,26,13,0.0,4.0,0,202
2016-07-05,19,16,13,13,9,6,88,62,49,1022,1018,1013,10.0,10.0,10.0,27,19,0.0,3.0,0,302
2016-07-06,20,16,11,11,9,7,88,65,49,1023,1022,1021,10.0,10.0,10.0,19,10,0.0,1.0,0,230
2016-07-07,20,18,15,15,14,10,88,79,68,1021,1018,1015,10.0,10.0,5.0,26,16,0.0,5.0,1,218
2016-07-08,22,18,15,15,12,11,94,68,50,1018,1015,1012,10.0,10.0,10.0,32,19,0.0,3.0,0,251
2016-07-09,23,20,18,18,13,11,73,66,64,1019,1015,1011,10.0,10.0,8.0,34,16,0.0,4.0,1,248
2016-07-10,22,20,19,17,13,12,88,65,53,1007,1005,1004,10.0,10.0,10.0,37,26,0.0,3.0,1,220
2016-07-11,21,17,14,14,12,10,82,71,60,1010,1006,1002,10.0,10.0,10.0,35,26,0.0,4.0,1,246
2016-07-12,16,13,12,12,11,10,94,80,68,1015,1012,1010,10.0,10.0,10.0,19,11,0.0,3.0,1,305
2016-07-13,19,14,11,11,8,6,88,65,43,1021,1019,1017,10.0,10.0,10.0,26,14,0.0,2.0,1,299
2016-07-14,20,16,12,11,9,7,88,61,43,1026,1024,1021,10.0,10.0,10.0,23,13,0.0,2.0,1,300
2016-07-15,20,16,12,17,13,7,94,80,63,1026,1025,1023,10.0,10.0,5.0,26,14,0.0,3.0,1,223
2016-07-16,24,20,16,18,17,15,94,77,65,1024,1023,1022,10.0,10.0,10.0,27,23,0.0,4.0,0,224
2016-07-17,26,22,18,18,15,13,94,62,44,1022,1021,1020,10.0,10.0,10.0,23,18,0.0,3.0,1,249
2016-07-18,28,23,19,17,16,15,83,61,45,1022,1021,1019,10.0,10.0,10.0,11,8,0.0,1.0,0,180
2016-07-19,33,26,18,18,17,15,83,55,38,1020,1016,1012,10.0,10.0,10.0,24,11,0.0,1.0,0,124
2016-07-20,30,25,20,18,16,13,78,58,37,1013,1009,1005,10.0,10.0,10.0,32,18,0.0,2.0,0,234
2016-07-21,24,19,15,16,13,11,94,69,47,1018,1016,1013,10.0,9.0,7.0,21,11,0.0,1.0,1,229
2016-07-22,26,21,17,17,15,12,94,72,42,1019,1018,1018,10.0,9.0,7.0,13,5,0.0,2.0,0,210
2016-07-23,27,23,20,16,14,13,78,54,42,1020,1020,1019,10.0,10.0,10.0,19,10,0.0,2.0,0,234
2016-07-24,22,19,17,16,16,14,88,72,60,1019,1017,1016,10.0,10.0,10.0,26,16,0.0,5.0,1,210
2016-07-25,21,17,14,14,12,9,94,66,46,1020,1019,1018,10.0,10.0,10.0,23,16,0.0,2.0,0,249
2016-07-26,22,16,11,14,13,10,94,72,50,1021,1020,1017,10.0,10.0,10.0,23,13,0.0,2.0,1,230
2016-07-27,22,19,15,17,14,10,94,73,53,1017,1015,1013,10.0,9.0,5.0,23,18,0.0,4.0,1,301
2016-07-28,21,18,15,17,14,10,88,79,64,1016,1012,1010,10.0,10.0,8.0,24,13,0.0,3.0,1,214
2016-07-29,20,18,16,16,15,14,94,86,68,1012,1011,1010,10.0,10.0,5.0,16,11,0.0,4.0,1,264
2016-07-30,21,18,15,14,11,9,88,61,49,1014,1013,1012,10.0,10.0,10.0,16,11,0.0,3.0,0,311
2016-07-31,20,17,14,12,10,8,82,61,46,1017,1017,1017,10.0,10.0,10.0,19,13,0.0,3.0,0,276
2016-08-01,19,16,12,14,12,10,100,78,56,1019,1016,1011,10.0,9.0,5.0,24,14,0.0,3.0,1,195
2016-08-02,22,19,16,19,18,15,100,91,83,1008,1008,1007,10.0,7.0,2.0,23,11,0.0,5.0,1,218
2016-08-03,22,19,17,18,14,12,94,70,56,1007,1005,1004,10.0,10.0,10.0,47,29,0.0,3.0,1,225
2016-08-04,23,19,15,16,13,12,88,73,50,1014,1008,1005,10.0,10.0,6.0,32,23,0.0,3.0,1,249
2016-08-05,23,18,14,14,12,9,88,64,47,1023,1019,1014,10.0,10.0,10.0,21,11,0.0,2.0,0,259
2016-08-06,25,20,16,14,13,12,82,56,44,1027,1026,1025,10.0,10.0,10.0,26,14,0.0,2.0,0,229
