GMT,MaxTemperatureC,MeanTemperatureC,MinTemperatureC,DewPointC,MeanDewPointC,MinDewpointC,MaxHumidity,MeanHumidity,MinHumidity,MaxSeaLevelPressurehPa,MeanSeaLevelPressurehPa,MinSeaLevelPressurehPa,MaxVisibilityKm,MeanVisibilityKm,MinVisibilitykM,MaxWindSpeedKm/h,MeanWindSpeedKm/h,Precipitationmm,CloudCover,Events,WindDirDegrees
2012-01-11,12.0,9.0,7.0,9.0,8.0,6.0,100.0,86.0,76.0,1032.0,1031.0,1028.0,10.0,10.0,10.0,37.0,14.0,0.0,5.0,0,223
2012-01-12,12.0,9.0,5.0,9.0,5.0,3.0,88.0,77.0,62.0,1030.0,1027.0,1023.0,10.0,10.0,7.0,29.0,23.0,0.0,3.0,1,286
2012-01-13,7.0,3.0,-2.0,4.0,1.0,-2.0,100.0,86.0,57.0,1034.0,1033.0,1032.0,10.0,10.0,8.0,13.0,6.0,0.0,1.0,1,11
2012-01-14,5.0,0.0,-4.0,1.0,-2.0,-5.0,100.0,86.0,70.0,1032.0,1029.0,1027.0,10.0,8.0,6.0,10.0,3.0,0.0,0.0,1,98
2012-01-15,5.0,2.0,-1.0,1.0,-1.0,-2.0,93.0,83.0,70.0,1025.0,1024.0,1023.0,10.0,9.0,8.0,16.0,6.0,0.0,1.0,0,77
2012-01-16,5.0,1.0,-3.0,1.0,-2.0,-4.0,100.0,83.0,65.0,1026.0,1025.0,1024.0,9.0,6.0,4.0,13.0,5.0,0.0,0.0,1,94
2012-01-17,5.0,1.0,-3.0,2.0,-1.0,-4.0,100.0,90.0,80.0,1027.0,1026.0,1024.0,8.0,7.0,3.0,11.0,5.0,0.0,3.0,1,177
2012-01-18,12.0,6.0,1.0,10.0,8.0,1.0,100.0,95.0,87.0,1024.0,1021.0,1020.0,10.0,8.0,3.0,19.0,11.0,0.0,6.0,1,216
2012-01-19,10.0,7.0,4.0,7.0,4.0,1.0,100.0,82.0,66.0,1020.0,1017.0,1016.0,10.0,9.0,4.0,39.0,16.0,0.0,3.0,1,257
2012-01-20,10.0,7.0,4.0,8.0,6.0,1.0,93.0,85.0,76.0,1018.0,1017.0,1014.0,10.0,9.0,6.0,26.0,19.0,0.0,4.0,1,247
2012-01-21,12.0,10.0,8.0,9.0,6.0,2.0,93.0,73.0,62.0,1014.0,1010.0,1008.0,10.0,10.0,9.0,39.0,24.0,0.0,4.0,1,264
2012-01-22,12.0,10.0,9.0,5.0,3.0,2.0,76.0,61.0,51.0,1013.0,1010.0,1008.0,10.0,10.0,10.0,47.0,39.0,0.0,4.0,0,279
2012-01-23,9.0,6.0,2.0,4.0,3.0,1.0,93.0,79.0,58.0,1020.0,1018.0,1017.0,10.0,10.0,10.0,23.0,14.0,0.0,3.0,1,252
2012-01-24,10.0,6.0,1.0,10.0,6.0,0.0,100.0,97.0,93.0,1020.0,1016.0,1015.0,10.0,7.0,3.0,13.0,8.0,0.0,5.0,1,204
2012-01-25,10.0,9.0,9.0,9.0,8.0,7.0,100.0,88.0,82.0,1016.0,1011.0,1005.0,10.0,10.0,6.0,27.0,14.0,0.0,6.0,1,188
2012-01-26,10.0,6.0,1.0,7.0,3.0,0.0,100.0,85.0,66.0,1011.0,1006.0,1004.0,10.0,10.0,10.0,27.0,18.0,0.0,2.0,1,205
2012-01-27,8.0,4.0,2.0,4.0,2.0,1.0,93.0,84.0,66.0,1018.0,1017.0,1011.0,10.0,10.0,10.0,27.0,14.0,0.0,3.0,1,221
2012-01-28,6.0,3.0,2.0,3.0,2.0,1.0,93.0,83.0,76.0,1032.0,1030.0,1029.0,10.0,9.0,7.0,16.0,10.0,0.0,3.0,0,353
2012-01-29,4.0,2.0,0.0,3.0,2.0,-1.0,100.0,95.0,93.0,1031.0,1030.0,1029.0,6.0,3.0,2.0,6.0,2.0,0.0,4.0,0,115
2012-01-30,4.0,1.0,-1.0,-1.0,-2.0,-4.0,93.0,77.0,56.0,1027.0,1026.0,1023.0,10.0,9.0,6.0,10.0,5.0,0.0,4.0,0,51
2012-01-31,2.0,0.0,-1.0,0.0,-1.0,-3.0,93.0,84.0,75.0,1031.0,1027.0,1023.0,10.0,5.0,2.0,19.0,11.0,0.0,6.0,0,53
2012-02-01,3.0,0.0,-2.0,-2.0,-4.0,-6.0,93.0,73.0,52.0,1037.0,1035.0,1031.0,10.0,9.0,8.0,24.0,14.0,0.0,3.0,0,36
2012-02-02,2.0,0.0,-3.0,-3.0,-4.0,-6.0,86.0,72.0,60.0,1038.0,1037.0,1036.0,10.0,10.0,10.0,19.0,11.0,0.0,4.0,1,49
2012-02-03,2.0,-2.0,-5.0,-4.0,-6.0,-7.0,93.0,74.0,56.0,1040.0,1039.0,1038.0,10.0,10.0,10.0,11.0,3.0,0.0,1.0,0,262
2012-02-04,1.0,-4.0,-8.0,0.0,-4.0,-9.0,100.0,85.0,70.0,1039.0,1034.0,1028.0,10.0,6.0,1.0,24.0,10.0,0.0,6.0,1,180
2012-02-05,5.0,3.0,2.0,3.0,3.0,2.0,100.0,93.0,87.0,1029.0,1028.0,1026.0,6.0,5.0,2.0,14.0,8.0,0.0,6.0,0,287
2012-02-06,4.0,3.0,2.0,4.0,3.0,1.0,100.0,98.0,93.0,1036.0,1033.0,1031.0,3.0,1.0,0.0,13.0,5.0,0.0,4.0,1,10
2012-02-07,2.0,-2.0,-5.0,1.0,-2.0,-8.0,100.0,91.0,74.0,1044.0,1041.0,1038.0,9.0,5.0,0.0,14.0,5.0,0.0,6.0,1,77
2012-02-08,1.0,-2.0,-5.0,-3.0,-4.0,-8.0,86.0,79.0,70.0,1044.0,1041.0,1040.0,10.0,10.0,9.0,16.0,8.0,0.0,6.0,0,62
2012-02-09,1.0,-1.0,-2.0,-1.0,-2.0,-3.0,93.0,87.0,81.0,1040.0,1037.0,1036.0,10.0,6.0,2.0,13.0,6.0,0.0,7.0,1,182
2012-02-10,2.0,-1.0,-3.0,0.0,-2.0,-6.0,100.0,85.0,75.0,1037.0,1037.0,1036.0,10.0,7.0,2.0,13.0,10.0,0.0,6.0,1,126
2012-02-11,1.0,-3.0,-7.0,-4.0,-6.0,-8.0,93.0,78.0,65.0,1037.0,1036.0,1035.0,7.0,6.0,4.0,10.0,6.0,0.0,1.0,0,173
2012-02-12,6.0,6.0,5.0,4.0,4.0,3.0,93.0,89.0,81.0,1035.0,1034.0,1033.0,10.0,5.0,2.0,11.0,8.0,0.0,6.0,0,321
2012-02-13,8.0,6.0,3.0,6.0,4.0,2.0,100.0,84.0,71.0,1029.0,1025.0,1024.0,10.0,9.0,4.0,26.0,16.0,0.0,4.0,1,312
2012-02-14,9.0,7.0,4.0,6.0,4.0,1.0,87.0,79.0,66.0,1027.0,1025.0,1023.0,10.0,10.0,9.0,29.0,19.0,0.0,3.0,1,312
2012-02-15,11.0,9.0,7.0,6.0,5.0,4.0,81.0,77.0,67.0,1028.0,1026.0,1024.0,10.0,10.0,10.0,29.0,24.0,0.0,5.0,0,307
2012-02-16,11.0,8.0,5.0,6.0,4.0,3.0,93.0,76.0,62.0,1028.0,1026.0,1024.0,10.0,10.0,10.0,23.0,14.0,0.0,4.0,0,251
2012-02-17,12.0,9.0,6.0,9.0,8.0,6.0,100.0,90.0,77.0,1024.0,1021.0,1016.0,10.0,10.0,10.0,24.0,14.0,0.0,5.0,0,218
2012-02-18,9.0,7.0,4.0,7.0,5.0,-1.0,93.0,83.0,61.0,1016.0,1009.0,1006.0,10.0,9.0,4.0,29.0,23.0,0.0,5.0,1,239
2012-02-19,7.0,4.0,2.0,0.0,-3.0,-6.0,87.0,59.0,39.0,1029.0,1026.0,1022.0,10.0,10.0,10.0,23.0,16.0,0.0,2.0,0,307
2012-02-20,8.0,4.0,1.0,4.0,2.0,-1.0,87.0,76.0,66.0,1031.0,1028.0,1027.0,10.0,10.0,10.0,27.0,18.0,0.0,3.0,1,212
2012-02-21,11.0,8.0,6.0,7.0,6.0,4.0,93.0,85.0,76.0,1027.0,1026.0,1025.0,10.0,10.0,10.0,24.0,18.0,0.0,5.0,0,214
2012-02-22,11.0,9.0,8.0,10.0,8.0,5.0,94.0,88.0,76.0,1025.0,1019.0,1015.0,10.0,9.0,6.0,39.0,24.0,0.0,6.0,1,212
2012-02-23,17.0,13.0,10.0,13.0,11.0,9.0,94.0,87.0,72.0,1024.0,1022.0,1018.0,10.0,10.0,10.0,29.0,16.0,0.0,2.0,0,226
2012-02-24,15.0,10.0,5.0,10.0,7.0,3.0,94.0,82.0,71.0,1029.0,1026.0,1024.0,10.0,10.0,10.0,27.0,16.0,0.0,3.0,0,260
2012-02-25,11.0,7.0,4.0,4.0,3.0,2.0,93.0,68.0,54.0,1029.0,1027.0,1025.0,10.0,10.0,10.0,21.0,8.0,0.0,1.0,0,303
2012-02-26,11.0,7.0,3.0,6.0,5.0,2.0,93.0,77.0,71.0,1029.0,1028.0,1026.0,10.0,10.0,9.0,16.0,6.0,0.0,2.0,0,215
2012-02-27,12.0,9.0,7.0,9.0,8.0,6.0,100.0,90.0,77.0,1024.0,1022.0,1021.0,10.0,9.0,5.0,23.0,13.0,0.0,5.0,1,224
2012-02-28,12.0,10.0,9.0,10.0,9.0,9.0,100.0,92.0,88.0,1024.0,1023.0,1022.0,10.0,8.0,6.0,11.0,8.0,0.0,6.0,0,226
2012-02-29,13.0,9.0,5.0,10.0,8.0,5.0,100.0,92.0,77.0,1024.0,1023.0,1022.0,10.0,6.0,1.0,14.0,6.0,0.0,4.0,1,210
2012-03-01,12.0,7.0,3.0,8.0,6.0,3.0,100.0,92.0,77.0,1028.0,1026.0,1023.0,10.0,5.0,0.0,8.0,3.0,0.0,1.0,1,198
2012-03-02,12.0,7.0,3.0,8.0,6.0,2.0,100.0,87.0,67.0,1028.0,1024.0,1020.0,6.0,4.0,2.0,13.0,5.0,0.0,4.0,1,104
2012-03-03,13.0,9.0,6.0,9.0,6.0,2.0,100.0,75.0,47.0,1019.0,1016.0,1014.0,10.0,8.0,2.0,34.0,16.0,0.0,4.0,1,199
2012-03-04,7.0,4.0,3.0,6.0,3.0,1.0,93.0,85.0,66.0,1017.0,1014.0,1013.0,10.0,9.0,6.0,34.0,19.0,0.0,5.0,1,309
2012-03-05,10.0,7.0,4.0,3.0,1.0,-2.0,87.0,68.0,46.0,1025.0,1023.0,1022.0,10.0,10.0,10.0,37.0,24.0,0.0,3.0,0,322
2012-03-06,10.0,5.0,0.0,4.0,1.0,-1.0,100.0,72.0,50.0,1027.0,1024.0,1020.0,10.0,10.0,8.0,19.0,10.0,0.0,1.0,1,217
2012-03-07,11.0,6.0,2.0,10.0,3.0,-1.0,100.0,77.0,54.0,1023.0,1015.0,1009.0,10.0,9.0,5.0,34.0,23.0,0.0,4.0,1,251
2012-03-08,12.0,6.0,1.0,5.0,3.0,-1.0,93.0,73.0,51.0,1032.0,1030.0,1023.0,10.0,10.0,10.0,23.0,13.0,0.0,4.0,0,230
2012-03-09,13.0,10.0,7.0,9.0,7.0,5.0,100.0,84.0,72.0,1034.0,1032.0,1031.0,10.0,10.0,10.0,26.0,16.0,0.0,4.0,0,220
2012-03-10,15.0,11.0,7.0,10.0,9.0,6.0,100.0,82.0,67.0,1037.0,1036.0,1034.0,10.0,9.0,3.0,23.0,13.0,0.0,4.0,0,253
2012-03-11,16.0,12.0,9.0,9.0,8.0,7.0,93.0,72.0,55.0,1038.0,1037.0,1035.0,10.0,9.0,8.0,19.0,13.0,0.0,1.0,0,318
2012-03-12,12.0,9.0,7.0,9.0,7.0,6.0,100.0,91.0,77.0,1036.0,1034.0,1034.0,8.0,4.0,1.0,10.0,6.0,0.0,6.0,1,313
2012-03-13,10.0,8.0,7.0,8.0,7.0,6.0,100.0,90.0,82.0,1035.0,1034.0,1033.0,6.0,4.0,1.0,11.0,3.0,0.0,7.0,0,174
2012-03-14,8.0,4.0,1.0,6.0,4.0,1.0,100.0,91.0,81.0,1033.0,1030.0,1027.0,5.0,3.0,0.0,13.0,5.0,0.0,7.0,1,142
2012-03-15,7.0,3.0,0.0,7.0,5.0,0.0,100.0,98.0,87.0,1027.0,1023.0,1021.0,7.0,1.0,0.0,14.0,6.0,0.0,7.0,1,225
2012-03-16,10.0,8.0,7.0,6.0,5.0,5.0,93.0,79.0,71.0,1021.0,1015.0,1013.0,10.0,10.0,7.0,26.0,16.0,0.0,5.0,0,207
2012-03-17,11.0,9.0,7.0,8.0,6.0,4.0,93.0,76.0,62.0,1012.0,1011.0,1009.0,10.0,10.0,8.0,16.0,11.0,0.0,3.0,0,220
2012-03-18,11.0,8.0,5.0,5.0,4.0,3.0,93.0,81.0,62.0,1021.0,1018.0,1014.0,10.0,9.0,5.0,23.0,13.0,0.0,5.0,1,8
2012-03-19,12.0,6.0,0.0,5.0,3.0,-1.0,93.0,72.0,51.0,1033.0,1032.0,1031.0,10.0,10.0,10.0,24.0,11.0,0.0,3.0,0,234
2012-03-20,15.0,10.0,5.0,7.0,6.0,3.0,100.0,69.0,51.0,1035.0,1034.0,1033.0,10.0,10.0,8.0,21.0,13.0,0.0,2.0,0,255
2012-03-21,14.0,8.0,3.0,6.0,5.0,2.0,93.0,75.0,55.0,1036.0,1034.0,1032.0,10.0,10.0,8.0,11.0,5.0,0.0,2.0,0,75
2012-03-22,17.0,10.0,4.0,8.0,7.0,3.0,100.0,74.0,52.0,1032.0,1029.0,1027.0,9.0,6.0,4.0,21.0,11.0,0.0,0.0,0,68
2012-03-23,17.0,12.0,8.0,11.0,9.0,7.0,100.0,84.0,67.0,1027.0,1027.0,1026.0,5.0,3.0,0.0,10.0,6.0,0.0,3.0,1,64
2012-03-24,19.0,13.0,7.0,10.0,8.0,6.0,93.0,71.0,49.0,1029.0,1028.0,1027.0,7.0,5.0,2.0,13.0,8.0,0.0,2.0,0,67
2012-03-25,17.0,12.0,7.0,7.0,5.0,1.0,87.0,57.0,36.0,1034.0,1034.0,1033.0,7.0,7.0,7.0,14.0,8.0,0.0,0.0,0,63
2012-03-26,18.0,10.0,3.0,8.0,5.0,2.0,93.0,61.0,40.0,1037.0,1036.0,1035.0,9.0,9.0,7.0,14.0,8.0,0.0,0.0,1,77
2012-03-27,19.0,11.0,3.0,6.0,4.0,1.0,87.0,58.0,35.0,1038.0,1036.0,1035.0,0.0,0.0,0.0,10.0,3.0,0.0,0.0,0,65
2012-03-28,21.0,11.0,2.0,7.0,4.0,1.0,93.0,54.0,27.0,1035.0,1032.0,1030.0,8.0,8.0,7.0,13.0,5.0,0.0,0.0,0,326
2012-03-29,19.0,11.0,4.0,7.0,5.0,1.0,87.0,58.0,37.0,1030.0,1028.0,1026.0,9.0,8.0,8.0,19.0,10.0,0.0,0.0,0,313
2012-03-30,14.0,11.0,8.0,7.0,7.0,6.0,93.0,80.0,63.0,1027.0,1024.0,1020.0,10.0,8.0,6.0,16.0,13.0,0.0,5.0,0,308
2012-03-31,11.0,10.0,9.0,7.0,5.0,3.0,87.0,75.0,62.0,1021.0,1020.0,1019.0,10.0,10.0,8.0,26.0,16.0,0.0,5.0,0,26
2012-04-01,14.0,8.0,3.0,2.0,2.0,0.0,81.0,55.0,41.0,1023.0,1020.0,1017.0,10.0,10.0,10.0,13.0,5.0,0.0,1.0,0,305
2012-04-02,13.0,7.0,2.0,6.0,4.0,1.0,100.0,72.0,51.0,1013.0,1009.0,1006.0,10.0,10.0,8.0,19.0,10.0,0.0,2.0,1,296
2012-04-03,12.0,9.0,6.0,7.0,6.0,5.0,100.0,85.0,67.0,1006.0,1002.0,999.0,10.0,9.0,7.0,27.0,10.0,0.0,3.0,1,245
2012-04-04,6.0,4.0,3.0,4.0,3.0,2.0,100.0,91.0,87.0,1018.0,1010.0,1001.0,10.0,6.0,5.0,45.0,26.0,0.0,6.0,1,29
2012-04-05,9.0,6.0,3.0,3.0,2.0,-1.0,93.0,74.0,57.0,1021.0,1020.0,1018.0,10.0,9.0,6.0,26.0,19.0,0.0,5.0,1,39
2012-04-06,10.0,6.0,1.0,5.0,3.0,-1.0,93.0,73.0,66.0,1020.0,1015.0,1012.0,10.0,9.0,7.0,19.0,8.0,0.0,5.0,0,288
2012-04-07,10.0,9.0,8.0,7.0,6.0,4.0,93.0,79.0,66.0,1014.0,1013.0,1011.0,10.0,10.0,6.0,23.0,14.0,0.0,6.0,0,40
2012-04-08,14.0,12.0,10.0,9.0,8.0,7.0,94.0,79.0,67.0,1012.0,1011.0,1009.0,10.0,9.0,3.0,29.0,14.0,0.0,5.0,0,271
2012-04-09,12.0,10.0,9.0,10.0,9.0,8.0,94.0,91.0,88.0,997.0,991.0,986.0,10.0,10.0,6.0,29.0,24.0,0.0,6.0,1,210
2012-04-10,12.0,8.0,4.0,4.0,3.0,1.0,93.0,69.0,50.0,992.0,989.0,986.0,10.0,10.0,10.0,29.0,18.0,0.0,3.0,1,224
2012-04-11,13.0,8.0,3.0,5.0,3.0,1.0,93.0,72.0,51.0,1001.0,997.0,992.0,10.0,10.0,7.0,21.0,10.0,0.0,3.0,1,274
2012-04-12,12.0,8.0,4.0,6.0,4.0,3.0,100.0,76.0,54.0,1005.0,1003.0,1001.0,10.0,10.0,10.0,19.0,6.0,0.0,3.0,1,319
2012-04-13,11.0,6.0,0.0,5.0,3.0,0.0,100.0,82.0,50.0,1006.0,1005.0,1004.0,10.0,7.0,0.0,13.0,5.0,0.0,3.0,1,44
2012-04-14,11.0,7.0,4.0,4.0,2.0,0.0,93.0,68.0,47.0,1011.0,1009.0,1006.0,10.0,10.0,9.0,34.0,16.0,0.0,2.0,1,22
2012-04-15,11.0,7.0,4.0,0.0,-2.0,-3.0,75.0,50.0,38.0,1023.0,1022.0,1020.0,10.0,10.0,10.0,27.0,21.0,0.0,2.0,0,9
2012-04-16,11.0,6.0,0.0,2.0,0.0,-3.0,93.0,60.0,40.0,1026.0,1022.0,1015.0,10.0,10.0,10.0,23.0,11.0,0.0,2.0,0,213
2012-04-17,13.0,9.0,6.0,7.0,3.0,1.0,93.0,70.0,44.0,1014.0,996.0,989.0,10.0,9.0,5.0,37.0,24.0,0.0,3.0,1,218
2012-04-18,10.0,8.0,5.0,7.0,6.0,3.0,93.0,87.0,71.0,989.0,978.0,976.0,10.0,9.0,6.0,23.0,16.0,0.0,5.0,1,81
2012-04-19,10.0,8.0,7.0,8.0,7.0,6.0,100.0,87.0,76.0,989.0,985.0,979.0,10.0,9.0,7.0,23.0,14.0,0.0,5.0,1,310
2012-04-20,12.0,8.0,4.0,6.0,5.0,3.0,93.0,81.0,62.0,994.0,992.0,990.0,10.0,10.0,7.0,24.0,11.0,0.0,3.0,1,243
2012-04-21,13.0,8.0,3.0,6.0,4.0,2.0,93.0,74.0,54.0,998.0,996.0,993.0,10.0,10.0,10.0,26.0,11.0,0.0,2.0,1,266
2012-04-22,12.0,10.0,8.0,7.0,6.0,4.0,82.0,74.0,58.0,1001.0,1000.0,1000.0,10.0,10.0,7.0,29.0,19.0,0.0,3.0,1,242
2012-04-23,12.0,9.0,7.0,6.0,5.0,3.0,93.0,75.0,54.0,996.0,993.0,991.0,10.0,10.0,9.0,27.0,14.0,0.0,4.0,1,91
2012-04-24,13.0,9.0,4.0,6.0,4.0,1.0,93.0,71.0,44.0,999.0,998.0,995.0,10.0,9.0,7.0,19.0,11.0,0.0,2.0,1,308
2012-04-25,12.0,8.0,4.0,9.0,7.0,3.0,100.0,90.0,77.0,996.0,983.0,979.0,10.0,7.0,4.0,32.0,18.0,0.0,5.0,1,123
2012-04-26,13.0,11.0,9.0,9.0,8.0,7.0,93.0,81.0,67.0,999.0,992.0,981.0,10.0,10.0,6.0,34.0,23.0,0.0,4.0,1,193
2012-04-27,10.0,8.0,7.0,8.0,6.0,5.0,93.0,88.0,82.0,1016.0,1010.0,1000.0,10.0,9.0,7.0,24.0,16.0,0.0,6.0,1,43
2012-04-28,9.0,8.0,7.0,6.0,5.0,4.0,87.0,81.0,76.0,1019.0,1018.0,1016.0,10.0,10.0,8.0,35.0,26.0,0.0,6.0,1,36
2012-04-29,9.0,7.0,5.0,9.0,6.0,4.0,100.0,93.0,87.0,1008.0,1004.0,1002.0,10.0,7.0,4.0,60.0,42.0,0.0,6.0,1,39
2012-04-30,18.0,13.0,9.0,9.0,8.0,6.0,82.0,66.0,48.0,1016.0,1014.0,1010.0,10.0,10.0,10.0,32.0,24.0,0.0,3.0,1,90
2012-05-01,12.0,10.0,9.0,10.0,9.0,8.0,100.0,94.0,82.0,1022.0,1017.0,1015.0,10.0,6.0,3.0,29.0,19.0,0.0,5.0,1,41
2012-05-02,16.0,12.0,9.0,10.0,8.0,5.0,94.0,76.0,51.0,1022.0,1020.0,1017.0,10.0,8.0,5.0,32.0,16.0,0.0,6.0,0,12
2012-05-03,9.0,8.0,7.0,7.0,7.0,6.0,100.0,91.0,82.0,1017.0,1012.0,1009.0,10.0,8.0,4.0,29.0,19.0,0.0,6.0,1,30
2012-05-04,10.0,8.0,6.0,7.0,5.0,4.0,100.0,84.0,71.0,1009.0,1007.0,1006.0,10.0,8.0,5.0,29.0,11.0,0.0,5.0,1,22
2012-05-05,9.0,7.0,5.0,5.0,2.0,1.0,93.0,73.0,62.0,1011.0,1011.0,1009.0,10.0,10.0,10.0,29.0,23.0,0.0,4.0,1,35
2012-05-06,11.0,8.0,6.0,2.0,-1.0,-3.0,76.0,51.0,40.0,1014.0,1014.0,1014.0,10.0,10.0,10.0,11.0,8.0,0.0,2.0,0,40
2012-05-07,13.0,10.0,7.0,10.0,8.0,5.0,94.0,89.0,76.0,1014.0,1012.0,1009.0,10.0,9.0,5.0,19.0,11.0,0.0,5.0,1,132
2012-05-08,18.0,13.0,9.0,10.0,7.0,3.0,100.0,65.0,42.0,1006.0,1005.0,1004.0,10.0,10.0,9.0,26.0,14.0,0.0,3.0,1,222
2012-05-09,15.0,12.0,9.0,14.0,10.0,7.0,100.0,88.0,72.0,1008.0,1007.0,1006.0,10.0,8.0,3.0,21.0,8.0,0.0,6.0,1,170
2012-05-10,19.0,16.0,12.0,15.0,14.0,10.0,100.0,88.0,78.0,1010.0,1006.0,1003.0,10.0,10.0,7.0,37.0,23.0,0.0,5.0,1,200
2012-05-11,13.0,10.0,8.0,10.0,5.0,0.0,88.0,65.0,47.0,1033.0,1023.0,1010.0,10.0,10.0,10.0,32.0,23.0,0.0,3.0,1,279
2012-05-12,15.0,11.0,7.0,4.0,3.0,0.0,71.0,54.0,36.0,1038.0,1037.0,1033.0,10.0,10.0,10.0,24.0,18.0,0.0,2.0,0,322
2012-05-13,15.0,14.0,13.0,6.0,5.0,3.0,63.0,54.0,45.0,1031.0,1027.0,1022.0,10.0,10.0,10.0,29.0,21.0,0.0,4.0,0,223
2012-05-14,15.0,11.0,8.0,11.0,5.0,0.0,94.0,66.0,38.0,1015.0,1012.0,1011.0,10.0,9.0,6.0,29.0,19.0,0.0,3.0,1,242
2012-05-15,11.0,8.0,5.0,7.0,4.0,3.0,93.0,80.0,62.0,1023.0,1017.0,1011.0,10.0,10.0,6.0,32.0,16.0,0.0,3.0,1,298
2012-05-16,13.0,8.0,4.0,5.0,3.0,1.0,93.0,62.0,44.0,1025.0,1024.0,1023.0,10.0,10.0,10.0,19.0,11.0,0.0,2.0,0,282
2012-05-17,13.0,9.0,5.0,7.0,5.0,4.0,93.0,68.0,54.0,1022.0,1015.0,1010.0,10.0,10.0,10.0,14.0,6.0,0.0,1.0,0,111
2012-05-18,17.0,13.0,9.0,9.0,8.0,6.0,94.0,74.0,55.0,1009.0,1005.0,1004.0,10.0,9.0,6.0,32.0,21.0,0.0,4.0,1,43
2012-05-19,10.0,9.0,9.0,9.0,8.0,8.0,100.0,90.0,87.0,1012.0,1010.0,1006.0,7.0,6.0,5.0,21.0,16.0,0.0,6.0,1,35
2012-05-20,13.0,10.0,8.0,8.0,7.0,6.0,87.0,79.0,72.0,1013.0,1012.0,1011.0,10.0,10.0,9.0,19.0,16.0,0.0,6.0,0,35
2012-05-21,18.0,13.0,9.0,12.0,9.0,7.0,88.0,77.0,64.0,1012.0,1011.0,1009.0,8.0,7.0,7.0,24.0,16.0,0.0,6.0,0,2
2012-05-22,25.0,18.0,12.0,14.0,13.0,9.0,88.0,63.0,50.0,1020.0,1016.0,1012.0,10.0,9.0,7.0,16.0,13.0,0.0,1.0,0,326
2012-05-23,26.0,20.0,14.0,18.0,15.0,9.0,88.0,68.0,54.0,1026.0,1023.0,1020.0,10.0,8.0,3.0,11.0,8.0,0.0,1.0,0,22
2012-05-24,26.0,20.0,15.0,19.0,17.0,13.0,94.0,77.0,61.0,1028.0,1026.0,1025.0,10.0,7.0,3.0,14.0,10.0,0.0,3.0,0,39
2012-05-25,25.0,19.0,14.0,16.0,12.0,6.0,94.0,61.0,33.0,1026.0,1024.0,1023.0,6.0,4.0,2.0,29.0,18.0,0.0,3.0,0,61
2012-05-26,25.0,19.0,14.0,15.0,13.0,11.0,82.0,58.0,44.0,1024.0,1021.0,1019.0,10.0,10.0,10.0,26.0,19.0,0.0,1.0,0,64
2012-05-27,26.0,21.0,17.0,14.0,12.0,11.0,72.0,49.0,39.0,1020.0,1019.0,1017.0,10.0,10.0,10.0,24.0,18.0,0.0,1.0,0,85
2012-05-28,25.0,19.0,14.0,15.0,13.0,11.0,82.0,60.0,44.0,1018.0,1017.0,1016.0,10.0,9.0,7.0,16.0,8.0,0.0,1.0,0,234
2012-05-29,22.0,18.0,14.0,14.0,12.0,11.0,88.0,68.0,53.0,1018.0,1017.0,1016.0,10.0,10.0,9.0,13.0,8.0,0.0,3.0,0,238
